episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum,planner_intervention_count,all_actions_unsafe_count
598,252396,749.0,38,536,0.088376,0.5432,True,False,body,380.0,379.0,-10.0,34,1
599,252843,637.0,31,447,0.088163,0.5327,True,False,body,310.0,337.0,-10.0,21,1
600,253259,658.0,37,416,0.087965,0.5325,True,False,body,370.0,298.0,-10.0,20,1
601,254101,1078.0,57,842,0.087567,0.5298,True,False,body,570.0,518.0,-10.0,49,1
602,254641,850.0,49,540,0.087315,0.5573,True,False,body,490.0,370.0,-10.0,27,1
603,255549,1111.0,56,908,0.086893,0.5616,True,False,body,560.0,561.0,-10.0,60,1
604,255820,445.0,25,271,0.086769,0.5729,True,False,body,250.0,205.0,-10.0,10,1
605,256241,677.0,39,421,0.086576,0.579,True,False,body,390.0,297.0,-10.0,24,1
606,257080,1095.0,57,839,0.086194,0.5648,True,False,wall,570.0,535.0,-10.0,60,1
607,257519,636.0,30,439,0.085996,0.5591,True,False,body,300.0,346.0,-10.0,18,1
608,258102,803.0,45,583,0.085735,0.5646,True,False,body,450.0,363.0,-10.0,46,1
609,258427,521.0,27,325,0.08559,0.5766,True,False,body,270.0,261.0,-10.0,14,1
610,258705,450.0,27,278,0.085466,0.5764,True,False,body,270.0,190.0,-10.0,14,1
611,259157,681.0,36,452,0.085266,0.5955,True,False,wall,360.0,331.0,-10.0,29,1
612,259845,1001.0,54,688,0.084964,0.6078,True,False,body,540.0,471.0,-10.0,51,1
613,260268,657.0,35,423,0.08478,0.6106,True,False,body,350.0,317.0,-10.0,25,1
614,260739,685.0,37,471,0.084576,0.5866,True,False,body,370.0,325.0,-10.0,15,1
615,261664,1089.0,55,925,0.084178,0.5994,True,False,body,550.0,549.0,-10.0,66,1
616,262276,823.0,44,612,0.083918,0.5902,True,False,body,440.0,393.0,-10.0,30,1
617,262917,912.0,50,641,0.083647,0.5923,True,False,body,500.0,422.0,-10.0,38,1
618,263235,493.0,28,318,0.083514,0.6292,True,False,body,280.0,223.0,-10.0,19,1
619,263663,670.0,35,428,0.083335,0.6241,True,False,body,350.0,330.0,-10.0,18,1
620,264043,567.0,30,380,0.083177,0.6349,True,False,body,300.0,277.0,-10.0,19,1
621,264560,779.0,41,517,0.082963,0.6069,True,False,body,410.0,379.0,-10.0,27,1
622,265295,1035.0,53,735,0.082662,0.6138,True,False,body,530.0,515.0,-10.0,42,1
623,266037,1027.0,50,742,0.08236,0.6145,True,False,body,500.0,537.0,-10.0,53,1
624,266568,807.0,39,531,0.082146,0.624,True,False,body,390.0,427.0,-10.0,22,1
625,267201,848.0,46,633,0.081893,0.6052,True,False,wall,460.0,398.0,-10.0,76,1
626,267798,882.0,48,597,0.081656,0.5921,True,False,body,480.0,412.0,-10.0,44,1
627,268233,594.0,30,435,0.081484,0.5988,True,False,body,300.0,304.0,-10.0,29,1
628,269130,1123.0,59,897,0.081133,0.6169,True,False,body,590.0,543.0,-10.0,108,1
629,269718,874.0,45,588,0.080905,0.5999,True,False,wall,450.0,434.0,-10.0,34,1
630,270169,650.0,34,451,0.080731,0.5956,True,False,body,340.0,320.0,-10.0,24,1
631,270533,582.0,31,364,0.080592,0.6039,True,False,body,310.0,282.0,-10.0,21,1
632,271046,754.0,40,513,0.080396,0.6017,True,False,body,400.0,364.0,-10.0,27,1
633,271537,692.0,36,491,0.08021,0.61,True,False,wall,360.0,342.0,-10.0,31,1
634,271775,350.0,17,238,0.080121,0.5891,True,False,body,170.0,190.0,-10.0,10,1
635,272411,855.0,46,636,0.079882,0.5847,True,False,body,460.0,405.0,-10.0,60,1
636,272556,246.0,14,145,0.079828,0.5967,True,False,body,140.0,116.0,-10.0,0,1
637,273220,927.0,50,664,0.079581,0.5869,True,False,body,500.0,437.0,-10.0,64,1
638,273644,663.0,38,424,0.079425,0.5992,True,False,body,380.0,293.0,-10.0,9,1
639,274433,1094.0,56,789,0.079136,0.5901,True,False,body,560.0,544.0,-10.0,44,1
640,275166,961.0,51,733,0.07887,0.5757,True,False,body,510.0,461.0,-10.0,59,1
641,275706,722.0,37,540,0.078676,0.5673,True,False,wall,370.0,362.0,-10.0,29,1
642,276292,825.0,44,586,0.078467,0.5745,True,False,wall,440.0,395.0,-10.0,30,1
643,276627,511.0,27,335,0.078348,0.5674,True,False,body,270.0,251.0,-10.0,21,1
644,277343,976.0,53,716,0.078095,0.5688,True,False,body,530.0,456.0,-10.0,42,1
645,277703,612.0,33,360,0.077969,0.5763,True,False,body,330.0,292.0,-10.0,11,1
646,278101,584.0,33,398,0.07783,0.5777,True,False,body,330.0,264.0,-10.0,23,1
647,278671,853.0,48,570,0.077633,0.6002,True,False,body,480.0,383.0,-10.0,61,1
648,278854,312.0,18,183,0.07757,0.6038,True,False,body,180.0,142.0,-10.0,9,1
649,279107,384.0,20,253,0.077483,0.6059,True,False,body,200.0,194.0,-10.0,6,1
650,279914,1088.0,54,807,0.077207,0.5889,True,False,wall,540.0,558.0,-10.0,70,1
651,280493,768.0,42,579,0.077011,0.6049,True,False,body,420.0,358.0,-10.0,42,1
652,280952,663.0,35,459,0.076856,0.5987,True,False,body,350.0,323.0,-10.0,31,1
653,281541,866.0,46,589,0.076659,0.6025,True,False,body,460.0,416.0,-10.0,69,1
654,282236,989.0,53,695,0.076429,0.6122,True,False,body,530.0,469.0,-10.0,48,1
655,282861,876.0,48,625,0.076223,0.6164,True,False,body,480.0,406.0,-10.0,33,1
656,283236,547.0,29,375,0.0761,0.6427,True,False,body,290.0,267.0,-10.0,23,1
657,283375,240.0,14,139,0.076055,0.6635,True,False,body,140.0,110.0,-10.0,3,1
658,283979,861.0,44,604,0.075859,0.6387,True,False,body,440.0,431.0,-10.0,34,1
659,284974,1183.0,61,995,0.075539,0.649,True,False,wall,610.0,583.0,-10.0,71,1
660,285427,637.0,35,453,0.075395,0.64,True,False,body,350.0,297.0,-10.0,43,1
661,286255,1084.0,53,828,0.075134,0.6384,True,False,body,530.0,564.0,-10.0,52,1
662,286525,462.0,25,270,0.075049,0.6681,True,False,body,250.0,222.0,-10.0,5,1
663,287154,910.0,46,629,0.074853,0.6527,True,False,body,460.0,460.0,-10.0,38,1
664,287870,1035.0,54,716,0.074631,0.6399,True,False,body,540.0,505.0,-10.0,37,1
665,288333,708.0,40,463,0.074489,0.6346,True,False,body,400.0,318.0,-10.0,21,1
666,289053,966.0,49,720,0.07427,0.6238,True,False,body,490.0,486.0,-10.0,43,1
667,289801,995.0,52,748,0.074044,0.6297,True,False,body,520.0,485.0,-10.0,60,1
668,290414,776.0,42,613,0.07386,0.6363,True,False,wall,420.0,366.0,-10.0,43,1
669,290750,512.0,27,336,0.07376,0.6206,True,False,body,270.0,252.0,-10.0,12,1
670,291464,912.0,47,714,0.073549,0.6467,True,False,body,470.0,452.0,-10.0,62,1
671,292161,988.0,54,697,0.073345,0.6442,True,False,wall,540.0,458.0,-10.0,41,1
672,292625,707.0,34,464,0.07321,0.6674,True,False,body,340.0,377.0,-10.0,15,1
673,293149,771.0,42,524,0.073058,0.6544,True,False,body,420.0,361.0,-10.0,27,1
674,293952,980.0,52,803,0.072828,0.6455,True,False,body,520.0,470.0,-10.0,89,1
675,294349,622.0,32,397,0.072715,0.6559,True,False,body,320.0,312.0,-10.0,14,1
676,294718,606.0,34,369,0.072611,0.6705,True,False,body,340.0,276.0,-10.0,17,1
677,295049,521.0,27,331,0.072517,0.6584,True,False,body,270.0,261.0,-10.0,10,1
678,295636,760.0,40,587,0.072353,0.6623,True,False,body,400.0,370.0,-10.0,42,1
679,295988,567.0,30,352,0.072255,0.6551,True,False,body,300.0,277.0,-10.0,21,1
680,296512,814.0,43,524,0.072109,0.6585,True,False,body,430.0,394.0,-10.0,16,1
681,297705,1293.0,67,1193,0.071782,0.6541,True,False,body,670.0,633.0,-10.0,98,1
682,297906,376.0,24,201,0.071727,0.6561,True,False,body,240.0,146.0,-10.0,4,1
683,298349,682.0,36,443,0.071607,0.6474,True,False,body,360.0,332.0,-10.0,14,1
684,298532,309.0,17,183,0.071558,0.6374,True,False,body,170.0,149.0,-10.0,1,1
685,299078,820.0,43,546,0.071411,0.6384,True,False,body,430.0,400.0,-10.0,45,1
686,299542,715.0,38,464,0.071287,0.6421,True,False,body,380.0,345.0,-10.0,19,1
687,299838,508.0,27,296,0.071209,0.6362,True,False,body,270.0,248.0,-10.0,4,1
688,300082,401.0,22,244,0.071144,0.644,True,False,body,220.0,191.0,-10.0,12,1
689,300501,641.0,35,419,0.071034,0.6444,True,False,body,350.0,301.0,-10.0,30,1
690,300930,686.0,38,429,0.070921,0.6394,True,False,wall,380.0,316.0,-10.0,15,1
691,301582,873.0,46,652,0.070752,0.6444,True,False,body,460.0,423.0,-10.0,57,1
692,302082,693.0,36,500,0.070622,0.6211,True,False,body,360.0,343.0,-10.0,27,1
693,302691,873.0,47,609,0.070466,0.6176,True,False,body,470.0,413.0,-10.0,43,1
694,302981,504.0,27,290,0.070392,0.608,True,False,body,270.0,244.0,-10.0,6,1
695,303244,446.0,26,263,0.070325,0.6409,True,False,body,260.0,196.0,-10.0,22,1
696,303842,845.0,44,598,0.070173,0.613,True,False,body,440.0,415.0,-10.0,21,1
697,304591,1035.0,53,749,0.069986,0.661,True,False,body,530.0,515.0,-10.0,35,1
698,305026,654.0,36,435,0.069877,0.6434,True,False,wall,360.0,304.0,-10.0,37,1
699,305633,871.0,43,607,0.069727,0.6169,True,False,body,430.0,451.0,-10.0,33,1
700,306385,975.0,50,752,0.069542,0.6274,True,False,body,500.0,485.0,-10.0,73,1
701,307091,910.0,49,706,0.069371,0.6281,True,False,body,490.0,430.0,-10.0,71,1
702,307309,367.0,20,218,0.069318,0.6206,True,False,body,200.0,177.0,-10.0,8,1
703,308239,1149.0,62,930,0.069095,0.6147,True,False,body,620.0,539.0,-10.0,93,1
704,308496,443.0,25,257,0.069033,0.6206,True,False,body,250.0,203.0,-10.0,11,1
705,308763,433.0,25,267,0.06897,0.6312,True,False,body,250.0,193.0,-10.0,7,1
706,309192,631.0,33,429,0.068869,0.6194,True,False,body,330.0,311.0,-10.0,25,1
707,309713,761.0,39,521,0.068746,0.6134,True,False,wall,390.0,381.0,-10.0,26,1
708,310320,918.0,48,607,0.068604,0.6299,True,False,body,480.0,448.0,-10.0,40,1
709,310477,236.0,12,157,0.068568,0.6266,True,False,wall,120.0,126.0,-10.0,5,1
710,310796,511.0,27,319,0.068494,0.6273,True,False,body,270.0,251.0,-10.0,13,1
711,311627,1113.0,57,831,0.068303,0.6282,True,False,body,570.0,553.0,-10.0,68,1
712,312228,845.0,45,601,0.068166,0.6344,True,False,body,450.0,405.0,-10.0,48,1
713,313005,995.0,55,777,0.06799,0.6443,True,False,body,550.0,455.0,-10.0,68,1
714,313216,329.0,17,211,0.067943,0.6503,True,False,body,170.0,169.0,-10.0,0,1
715,313606,656.0,37,390,0.067856,0.6036,True,False,body,370.0,296.0,-10.0,17,1
716,313929,539.0,29,323,0.067784,0.6155,True,False,body,290.0,259.0,-10.0,10,1
717,314590,877.0,47,661,0.067637,0.6293,True,False,body,470.0,417.0,-10.0,53,1
718,315063,751.0,41,473,0.067533,0.6195,True,False,body,410.0,351.0,-10.0,23,1
719,315195,231.0,14,132,0.067504,0.6513,True,False,body,140.0,101.0,-10.0,2,1
720,315694,762.0,38,499,0.067396,0.6234,True,False,body,380.0,392.0,-10.0,25,1
721,316299,855.0,45,605,0.067265,0.6146,True,False,body,450.0,415.0,-10.0,34,1
722,316884,949.0,49,585,0.067139,0.5771,True,False,body,490.0,469.0,-10.0,36,1
723,317408,850.0,45,524,0.067027,0.6124,True,False,body,450.0,410.0,-10.0,25,1
724,318248,1078.0,57,840,0.066849,0.618,True,False,body,570.0,518.0,-10.0,70,1
725,318589,524.0,28,341,0.066777,0.6104,True,False,body,280.0,254.0,-10.0,12,1
726,319038,663.0,31,449,0.066683,0.6021,True,False,body,310.0,363.0,-10.0,9,1
727,319670,954.0,47,632,0.066552,0.5918,True,False,body,470.0,494.0,-10.0,30,1
728,320021,566.0,30,351,0.06648,0.578,True,False,body,300.0,276.0,-10.0,11,1
729,320281,446.0,25,260,0.066426,0.6061,True,False,body,250.0,206.0,-10.0,7,1
730,320788,746.0,40,507,0.066323,0.59,True,False,body,400.0,356.0,-10.0,35,1
731,321362,856.0,41,574,0.066206,0.582,True,False,body,410.0,456.0,-10.0,30,1
732,322143,1089.0,59,781,0.066048,0.5787,True,False,body,590.0,509.0,-10.0,70,1
733,322776,861.0,49,633,0.065922,0.6018,True,False,body,490.0,381.0,-10.0,59,1
734,323445,903.0,47,669,0.065789,0.6242,True,False,body,470.0,443.0,-10.0,33,1
735,323929,698.0,35,484,0.065694,0.6533,True,False,body,350.0,358.0,-10.0,29,1
736,324273,582.0,31,344,0.065627,0.6165,True,False,body,310.0,282.0,-10.0,9,1
737,324920,946.0,50,647,0.065501,0.617,True,False,body,500.0,456.0,-10.0,57,1
738,325498,868.0,43,578,0.065389,0.6144,True,False,body,430.0,448.0,-10.0,34,1
739,325962,693.0,38,464,0.0653,0.6043,True,False,body,380.0,323.0,-10.0,43,1
740,326729,1021.0,55,767,0.065154,0.6085,True,False,body,550.0,481.0,-10.0,100,1
741,327350,845.0,45,621,0.065037,0.6067,True,False,body,450.0,405.0,-10.0,68,1
742,327816,701.0,38,466,0.06495,0.6,True,False,wall,380.0,331.0,-10.0,33,1
743,328272,726.0,41,456,0.064865,0.6341,True,False,body,410.0,326.0,-10.0,25,1
744,328767,748.0,38,495,0.064773,0.6225,True,False,body,380.0,378.0,-10.0,21,1
745,329257,781.0,42,490,0.064683,0.6227,True,False,body,420.0,371.0,-10.0,17,1
746,329633,602.0,33,376,0.064614,0.601,True,False,body,330.0,282.0,-10.0,20,1
747,330194,841.0,47,561,0.064512,0.6067,True,False,body,470.0,381.0,-10.0,49,1
748,330833,898.0,50,639,0.064396,0.6036,True,False,body,500.0,408.0,-10.0,68,1
749,331460,893.0,47,627,0.064284,0.5917,True,False,body,470.0,433.0,-10.0,51,1
750,331684,356.0,19,224,0.064244,0.5897,True,False,body,190.0,176.0,-10.0,7,1
751,332427,1050.0,54,743,0.064112,0.6024,True,False,body,540.0,520.0,-10.0,31,1
752,332916,775.0,39,489,0.064026,0.6046,True,False,body,390.0,395.0,-10.0,16,1
753,333385,727.0,37,469,0.063944,0.6108,True,False,body,370.0,367.0,-10.0,16,1
754,333997,983.0,52,612,0.063838,0.608,True,False,body,520.0,473.0,-10.0,34,1
755,334652,959.0,47,655,0.063725,0.6212,True,False,body,470.0,499.0,-10.0,11,1
756,335023,602.0,30,371,0.063662,0.6212,True,False,body,300.0,312.0,-10.0,8,1
757,335501,744.0,41,478,0.06358,0.6242,True,False,body,410.0,344.0,-10.0,19,1
758,336154,940.0,48,653,0.06347,0.6302,True,False,body,480.0,470.0,-10.0,66,1
759,336503,555.0,31,349,0.063411,0.6139,True,False,body,310.0,255.0,-10.0,24,1
760,337244,1016.0,48,741,0.063288,0.6186,True,False,body,480.0,546.0,-10.0,61,1
761,337816,893.0,46,572,0.063193,0.6164,True,False,body,460.0,443.0,-10.0,18,1
762,338375,849.0,47,559,0.063101,0.6126,True,False,body,470.0,389.0,-10.0,34,1
763,338778,640.0,36,403,0.063035,0.6172,True,False,body,360.0,290.0,-10.0,25,1
764,339681,1056.0,54,903,0.062889,0.6071,True,False,wall,540.0,526.0,-10.0,76,1
765,339994,523.0,29,313,0.062839,0.6134,True,False,body,290.0,243.0,-10.0,11,1
766,340414,683.0,36,420,0.062772,0.6353,True,False,body,360.0,333.0,-10.0,27,1
767,341092,968.0,51,678,0.062664,0.6292,True,False,body,510.0,468.0,-10.0,36,1
768,342043,1185.0,61,951,0.062514,0.6419,True,False,body,610.0,585.0,-10.0,76,1
769,342610,862.0,48,567,0.062426,0.6756,True,False,body,480.0,392.0,-10.0,45,1
770,342767,250.0,14,157,0.062401,0.6668,True,False,body,140.0,120.0,-10.0,2,1
771,343160,608.0,32,393,0.062341,0.6777,True,False,body,320.0,298.0,-10.0,15,1
772,343811,960.0,48,651,0.062241,0.6831,True,False,body,480.0,490.0,-10.0,47,1
773,344555,1011.0,54,744,0.062127,0.6623,True,False,body,540.0,481.0,-10.0,55,1
774,345141,851.0,44,586,0.062039,0.6631,True,False,body,440.0,421.0,-10.0,19,1
775,345915,1050.0,53,774,0.061923,0.6771,True,False,body,530.0,530.0,-10.0,49,1
776,346591,1019.0,54,676,0.061823,0.6506,True,False,wall,540.0,489.0,-10.0,41,1
777,346862,470.0,28,271,0.061783,0.6594,True,False,body,280.0,200.0,-10.0,10,1
778,347021,282.0,16,159,0.061759,0.663,True,False,body,160.0,132.0,-10.0,1,1
779,347661,954.0,49,640,0.061665,0.6506,True,False,body,490.0,474.0,-10.0,29,1
780,348583,1117.0,58,922,0.061532,0.6404,True,False,body,580.0,547.0,-10.0,60,1
781,349267,884.0,47,684,0.061434,0.6271,True,False,body,470.0,424.0,-10.0,74,1
782,349469,347.0,20,202,0.061405,0.6285,True,False,body,200.0,157.0,-10.0,12,1
783,350247,1018.0,55,778,0.061294,0.6312,True,False,body,550.0,478.0,-10.0,63,1
784,350737,789.0,44,490,0.061225,0.6386,True,False,body,440.0,359.0,-10.0,36,1
785,351303,858.0,43,566,0.061146,0.6264,True,False,body,430.0,438.0,-10.0,15,1
786,351756,705.0,39,453,0.061083,0.6233,True,False,wall,390.0,325.0,-10.0,31,1
787,352161,638.0,34,405,0.061027,0.6205,True,False,body,340.0,308.0,-10.0,24,1
788,352705,860.0,45,544,0.060953,0.6111,True,False,body,450.0,420.0,-10.0,21,1
789,353002,514.0,28,297,0.060912,0.6044,True,False,wall,280.0,244.0,-10.0,15,1
790,353436,694.0,37,434,0.060853,0.658,True,False,body,370.0,334.0,-10.0,33,1
791,353956,832.0,45,520,0.060783,0.6293,True,False,body,450.0,392.0,-10.0,17,1
792,354631,922.0,46,675,0.060692,0.6683,True,False,body,460.0,472.0,-10.0,31,1
793,355189,764.0,41,558,0.060618,0.6464,True,False,body,410.0,364.0,-10.0,42,1
794,355731,762.0,39,542,0.060546,0.6194,True,False,body,390.0,382.0,-10.0,34,1
795,356566,1163.0,61,835,0.060437,0.5928,True,False,wall,610.0,563.0,-10.0,75,1
796,357142,736.0,37,576,0.060362,0.5933,True,False,body,370.0,376.0,-10.0,35,1
797,357792,885.0,48,650,0.060278,0.5937,True,False,body,480.0,415.0,-10.0,67,1
798,358020,402.0,23,228,0.060249,0.6107,True,False,body,230.0,182.0,-10.0,6,1
799,358715,941.0,49,695,0.06016,0.6168,True,False,body,490.0,461.0,-10.0,69,1
800,359343,874.0,47,628,0.060081,0.6343,True,False,wall,470.0,414.0,-10.0,44,1
801,359762,666.0,36,419,0.060028,0.6543,True,False,body,360.0,316.0,-10.0,19,1
802,360552,1173.0,56,790,0.059929,0.6518,True,False,body,560.0,623.0,-10.0,44,1
803,361142,851.0,44,590,0.059856,0.6532,True,False,body,440.0,421.0,-10.0,42,1
804,361636,696.0,37,494,0.059796,0.6552,True,False,body,370.0,336.0,-10.0,27,1
805,362400,1065.0,54,764,0.059703,0.6548,True,False,wall,540.0,535.0,-10.0,41,1
806,362878,752.0,39,478,0.059645,0.6594,True,False,body,390.0,372.0,-10.0,28,1
807,363161,486.0,26,283,0.059611,0.6541,True,False,wall,260.0,236.0,-10.0,5,1
808,363540,542.0,30,379,0.059565,0.6346,True,False,body,300.0,252.0,-10.0,26,1
809,364217,976.0,56,677,0.059485,0.6321,True,False,body,560.0,426.0,-10.0,51,1
810,364858,979.0,53,641,0.059409,0.6349,True,False,body,530.0,459.0,-10.0,46,1
811,365465,898.0,46,607,0.059338,0.6055,True,False,body,460.0,448.0,-10.0,29,1
812,365792,509.0,25,327,0.0593,0.6035,True,False,body,250.0,269.0,-10.0,19,1
813,366395,924.0,50,603,0.05923,0.6146,True,False,body,500.0,434.0,-10.0,39,1
814,366735,575.0,32,340,0.059191,0.6083,True,False,body,320.0,265.0,-10.0,22,1
815,367419,913.0,50,684,0.059113,0.6074,True,False,body,500.0,423.0,-10.0,67,1
816,367754,520.0,26,335,0.059075,0.6002,True,False,body,260.0,270.0,-10.0,13,1
817,368331,796.0,42,577,0.059009,0.6209,True,False,body,420.0,386.0,-10.0,53,1
818,368806,740.0,38,475,0.058956,0.617,True,False,body,380.0,370.0,-10.0,31,1
819,369405,884.0,44,599,0.058889,0.6398,True,False,body,440.0,454.0,-10.0,36,1
820,369852,730.0,38,447,0.05884,0.6466,True,False,body,380.0,360.0,-10.0,6,1
821,370538,940.0,51,686,0.058764,0.608,True,False,body,510.0,440.0,-10.0,71,1
822,370979,645.0,33,441,0.058716,0.593,True,False,body,330.0,325.0,-10.0,12,1
823,371495,792.0,41,516,0.05866,0.6313,True,False,wall,410.0,392.0,-10.0,28,1
824,372438,1253.0,67,943,0.058558,0.6205,True,False,body,670.0,593.0,-10.0,94,1
825,372519,107.0,5,81,0.05855,0.6136,True,False,body,50.0,67.0,-10.0,0,1
826,372988,756.0,38,469,0.0585,0.6068,True,False,body,380.0,386.0,-10.0,8,1
827,373490,737.0,40,502,0.058447,0.6345,True,False,wall,400.0,347.0,-10.0,38,1
828,374180,1034.0,53,690,0.058374,0.6243,True,False,body,530.0,514.0,-10.0,57,1
829,374711,811.0,43,531,0.058319,0.6371,True,False,body,430.0,391.0,-10.0,33,1
830,375373,959.0,50,662,0.05825,0.6144,True,False,body,500.0,469.0,-10.0,31,1
831,376195,913.0,50,822,0.058166,0.6155,True,False,body,500.0,423.0,-10.0,88,1
832,376742,780.0,42,547,0.05811,0.6294,True,False,body,420.0,370.0,-10.0,36,1
833,377210,680.0,35,468,0.058063,0.6247,True,False,body,350.0,340.0,-10.0,34,1
834,377980,996.0,51,770,0.057986,0.609,True,False,body,510.0,496.0,-10.0,93,1
835,378514,846.0,47,534,0.057933,0.6373,True,False,body,470.0,386.0,-10.0,39,1
836,378948,721.0,38,434,0.05789,0.6296,True,False,wall,380.0,351.0,-10.0,22,1
837,379902,1253.0,60,954,0.057796,0.598,True,False,body,600.0,663.0,-10.0,71,1
838,380679,1012.0,50,777,0.057721,0.6023,True,False,body,500.0,522.0,-10.0,39,1
839,381258,830.0,44,579,0.057665,0.6081,True,False,wall,440.0,400.0,-10.0,37,1
840,381514,436.0,25,256,0.057641,0.6245,True,False,body,250.0,196.0,-10.0,18,1
841,382237,1045.0,53,723,0.057572,0.6206,True,False,body,530.0,525.0,-10.0,48,1
842,382587,596.0,33,350,0.057539,0.6365,True,False,body,330.0,276.0,-10.0,7,1
843,383324,1006.0,54,737,0.05747,0.6295,True,False,body,540.0,476.0,-10.0,78,1
844,383785,643.0,33,461,0.057427,0.6311,True,False,body,330.0,323.0,-10.0,35,1
845,384430,957.0,47,645,0.057367,0.6467,True,False,wall,470.0,497.0,-10.0,34,1
846,384714,466.0,25,284,0.057341,0.6465,True,False,body,250.0,226.0,-10.0,9,1
847,385671,1263.0,67,957,0.057254,0.6344,True,False,body,670.0,603.0,-10.0,83,1
848,386083,702.0,39,412,0.057216,0.6354,True,False,body,390.0,322.0,-10.0,16,1
849,386959,1009.0,50,876,0.057138,0.65,True,False,body,500.0,519.0,-10.0,97,1
850,387247,434.0,23,288,0.057112,0.6557,True,False,body,230.0,214.0,-10.0,13,1
851,387539,447.0,26,292,0.057086,0.6324,True,False,body,260.0,197.0,-10.0,13,1
852,388144,958.0,52,605,0.057033,0.6263,True,False,body,520.0,448.0,-10.0,26,1
853,388689,800.0,42,545,0.056985,0.6014,True,False,body,420.0,390.0,-10.0,59,1
854,389274,797.0,41,585,0.056934,0.6006,True,False,body,410.0,397.0,-10.0,38,1
855,389706,702.0,37,432,0.056897,0.5905,True,False,body,370.0,342.0,-10.0,25,1
856,390006,500.0,29,300,0.056871,0.5913,True,False,wall,290.0,220.0,-10.0,19,1
857,390407,639.0,33,401,0.056837,0.6102,True,False,body,330.0,319.0,-10.0,13,1
858,390899,725.0,38,492,0.056795,0.5986,True,False,wall,380.0,355.0,-10.0,48,1
859,391558,940.0,48,659,0.056739,0.6033,True,False,body,480.0,470.0,-10.0,38,1
860,392232,927.0,50,674,0.056683,0.5972,True,False,body,500.0,437.0,-10.0,54,1
861,392759,778.0,38,527,0.056639,0.6154,True,False,wall,380.0,408.0,-10.0,30,1
862,393386,932.0,48,627,0.056587,0.6149,True,False,body,480.0,462.0,-10.0,27,1
863,393683,466.0,26,297,0.056562,0.6248,True,False,body,260.0,216.0,-10.0,16,1
864,394150,733.0,37,467,0.056524,0.6205,True,False,body,370.0,373.0,-10.0,14,1
865,395031,1053.0,57,881,0.056453,0.6106,True,False,body,570.0,493.0,-10.0,104,1
866,396117,1151.0,58,1086,0.056366,0.6285,True,False,body,580.0,581.0,-10.0,76,1
867,396604,734.0,40,487,0.056327,0.6165,True,False,body,400.0,344.0,-10.0,22,1
868,397258,914.0,47,654,0.056276,0.6156,True,False,body,470.0,454.0,-10.0,47,1
869,397811,853.0,45,553,0.056232,0.616,True,False,body,450.0,413.0,-10.0,36,1
870,398635,1116.0,57,824,0.056169,0.6339,True,False,body,570.0,556.0,-10.0,51,1
871,398896,453.0,25,261,0.056148,0.6179,True,False,wall,250.0,213.0,-10.0,2,1
872,399321,617.0,31,425,0.056116,0.613,True,False,body,310.0,317.0,-10.0,32,1
873,400051,956.0,49,730,0.05606,0.6108,True,False,body,490.0,476.0,-10.0,57,1
874,400930,1156.0,60,879,0.055994,0.6219,True,False,body,600.0,566.0,-10.0,73,1
875,401463,843.0,43,533,0.055954,0.633,True,False,body,430.0,423.0,-10.0,23,1
876,402125,964.0,49,662,0.055905,0.628,True,False,body,490.0,484.0,-10.0,60,1
877,402419,490.0,27,294,0.055884,0.6167,True,False,body,270.0,230.0,-10.0,14,1
878,402692,440.0,24,273,0.055863,0.6024,True,False,wall,240.0,210.0,-10.0,13,1
879,403451,1061.0,59,759,0.055808,0.6244,True,False,body,590.0,481.0,-10.0,66,1
880,404188,973.0,49,737,0.055755,0.6401,True,False,body,490.0,493.0,-10.0,57,1
881,404581,589.0,31,393,0.055727,0.6597,True,False,body,310.0,289.0,-10.0,16,1
882,405075,674.0,35,494,0.055691,0.6582,True,False,body,350.0,334.0,-10.0,29,1
883,405572,676.0,34,497,0.055656,0.656,True,False,body,340.0,346.0,-10.0,34,1
884,406161,873.0,47,589,0.055615,0.661,True,False,body,470.0,413.0,-10.0,42,1
885,406823,860.0,43,662,0.055568,0.6152,True,False,body,430.0,440.0,-10.0,29,1
886,407330,835.0,45,507,0.055533,0.6248,True,False,body,450.0,395.0,-10.0,23,1
887,407776,706.0,41,446,0.055502,0.6089,True,False,wall,410.0,306.0,-10.0,11,1
888,408200,613.0,32,424,0.055473,0.5994,True,False,body,320.0,303.0,-10.0,27,1
889,408522,547.0,32,322,0.055451,0.6017,True,False,body,320.0,237.0,-10.0,21,1
890,408903,586.0,32,381,0.055425,0.5889,True,False,wall,320.0,276.0,-10.0,19,1
891,409495,809.0,40,592,0.055385,0.618,True,False,body,400.0,419.0,-10.0,34,1
892,409665,321.0,20,170,0.055374,0.6159,True,False,body,200.0,131.0,-10.0,5,1
893,410278,830.0,46,613,0.055333,0.6074,True,False,body,460.0,380.0,-10.0,64,1
894,411037,982.0,50,759,0.055283,0.5994,True,False,body,500.0,492.0,-10.0,55,1
895,411841,1104.0,57,804,0.05523,0.5846,True,False,body,570.0,544.0,-10.0,91,1
896,412250,603.0,33,409,0.055203,0.5998,True,False,body,330.0,283.0,-10.0,21,1
897,412777,700.0,38,527,0.055169,0.6034,True,False,body,380.0,330.0,-10.0,47,1
898,413276,771.0,37,499,0.055137,0.6062,True,False,body,370.0,411.0,-10.0,16,1
