episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
254,12164,-3.0,1,45,0.841194,1.2169,True,False,wall,10.0,-3.0,-10.0
255,12198,-9.0,0,34,0.840908,1.1789,True,False,wall,0.0,1.0,-10.0
256,12260,-9.0,0,62,0.840387,1.1519,True,False,wall,0.0,1.0,-10.0
257,12278,-1.0,0,18,0.840235,1.1347,True,False,wall,0.0,9.0,-10.0
258,12351,1.0,1,73,0.839622,1.2337,True,False,wall,10.0,1.0,-10.0
259,12363,-9.0,0,12,0.839521,1.5249,True,False,wall,0.0,1.0,-10.0
260,12406,-12.0,0,43,0.83916,1.4501,True,False,wall,0.0,-2.0,-10.0
261,12446,35.0,2,40,0.838825,1.6039,True,False,wall,20.0,25.0,-10.0
262,12467,-10.0,0,21,0.838649,1.3124,True,False,wall,0.0,0.0,-10.0
263,12488,-10.0,0,21,0.838473,1.6951,True,False,wall,0.0,0.0,-10.0
264,12529,-16.0,0,41,0.838129,1.4203,True,False,wall,0.0,-6.0,-10.0
265,12639,4.0,1,110,0.837208,1.4668,True,False,wall,10.0,4.0,-10.0
266,12699,15.0,2,60,0.836705,1.3733,True,False,wall,20.0,5.0,-10.0
267,12719,-3.0,0,20,0.836538,1.5241,True,False,wall,0.0,7.0,-10.0
268,12831,27.0,2,112,0.835602,1.2334,True,False,wall,20.0,17.0,-10.0
269,12872,9.0,1,41,0.835259,1.3077,True,False,wall,10.0,9.0,-10.0
270,12890,-13.0,0,18,0.835109,1.3227,True,False,wall,0.0,-3.0,-10.0
271,12908,-9.0,0,18,0.834958,1.347,True,False,wall,0.0,1.0,-10.0
272,12957,-3.0,1,49,0.834549,1.5299,True,False,wall,10.0,-3.0,-10.0
273,13045,4.0,1,88,0.833815,1.2361,True,False,wall,10.0,4.0,-10.0
274,13197,14.0,1,152,0.832549,1.2338,True,False,wall,10.0,14.0,-10.0
275,13213,-15.0,0,16,0.832416,2.2702,True,False,wall,0.0,-5.0,-10.0
276,13269,-19.0,0,56,0.83195,1.9868,True,False,wall,0.0,-9.0,-10.0
277,13315,25.0,2,46,0.831567,1.5925,True,False,wall,20.0,15.0,-10.0
278,13374,-10.0,0,59,0.831077,1.2242,True,False,wall,0.0,0.0,-10.0
279,13439,2.0,0,65,0.830537,1.0698,True,False,wall,0.0,12.0,-10.0
280,13624,19.0,1,185,0.829002,1.3435,True,False,wall,10.0,19.0,-10.0
281,13650,-7.0,0,26,0.828786,1.6928,True,False,wall,0.0,3.0,-10.0
282,13693,-10.0,0,43,0.82843,2.1179,True,False,wall,0.0,0.0,-10.0
283,13767,19.0,2,74,0.827817,1.6503,True,False,wall,20.0,9.0,-10.0
284,13809,-19.0,0,42,0.827469,1.5077,True,False,wall,0.0,-9.0,-10.0
285,13833,6.0,1,24,0.827271,1.3137,True,False,wall,10.0,6.0,-10.0
286,13886,-2.0,0,53,0.826832,1.182,True,False,wall,0.0,8.0,-10.0
287,13941,-12.0,0,55,0.826378,1.4572,True,False,wall,0.0,-2.0,-10.0
288,13991,12.0,1,50,0.825965,1.3932,True,False,wall,10.0,12.0,-10.0
289,14019,8.0,1,28,0.825733,1.6422,True,False,wall,10.0,8.0,-10.0
290,14051,-13.0,0,32,0.825469,1.4273,True,False,wall,0.0,-3.0,-10.0
291,14129,20.0,1,78,0.824826,1.5605,True,False,wall,10.0,20.0,-10.0
292,14147,-5.0,0,18,0.824677,1.2653,True,False,wall,0.0,5.0,-10.0
293,14267,-5.0,0,120,0.823688,1.2747,True,False,wall,0.0,5.0,-10.0
294,14325,-1.0,0,58,0.823211,1.3769,True,False,wall,0.0,9.0,-10.0
295,14348,7.0,1,23,0.823021,1.1495,True,False,wall,10.0,7.0,-10.0
296,14395,-12.0,0,47,0.822634,1.2031,True,False,wall,0.0,-2.0,-10.0
297,14414,-8.0,0,19,0.822478,1.007,True,False,wall,0.0,2.0,-10.0
298,14524,10.0,1,110,0.821574,1.1578,True,False,wall,10.0,10.0,-10.0
299,14537,3.0,1,13,0.821467,1.1841,True,False,wall,10.0,3.0,-10.0
300,14588,33.0,3,51,0.821048,1.0619,True,False,body,30.0,13.0,-10.0
301,14638,-17.0,0,50,0.820638,1.1597,True,False,wall,0.0,-7.0,-10.0
302,14744,10.0,1,106,0.819769,1.0774,True,False,wall,10.0,10.0,-10.0
303,14774,-9.0,0,30,0.819523,1.1207,True,False,wall,0.0,1.0,-10.0
304,14798,2.0,1,24,0.819326,0.9095,True,False,wall,10.0,2.0,-10.0
305,14843,-4.0,0,45,0.818957,0.9397,True,False,wall,0.0,6.0,-10.0
306,14892,-2.0,0,49,0.818556,1.5191,True,False,wall,0.0,8.0,-10.0
307,14960,4.0,1,68,0.818,1.3266,True,False,wall,10.0,4.0,-10.0
